Unnamed: 0,Date,Open,High,Low,Close,Volume,SMA_3,RSI_3
0,2024-01-02,367.380615234375,372.3632885983454,363.319184585885,370.3424737462839,25258600,,0.0
1,2024-01-03,367.1131591796875,369.7481357898977,365.04282689247566,365.5381225658885,23083500,,0.0
2,2024-01-04,364.4781799316406,369.5896348719219,363.7154354830666,367.1825051718643,20901500,367.6877004946789,-52.03794174686857
3,2024-01-05,364.28997802734375,368.559424433647,363.0517388090319,365.4985007136341,20987000,366.07304281712896,-33.94698101934486
